"","lens1","lens2","val","geography","unit","description","indicator"
"9279","0","Sikh","100.0%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9280","1","Muslim","98.4%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9281","0","Muslim","98.1%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9282","1","Hindu","96.8%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9283","0","Hindu","96.1%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9284","0","Christian","95.0%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9285","1","Christian","93.8%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a Health insurance across religions vs share of people not in target group and abouve 15 that have a health insurance across religions.","perc_has_health_ins_TGvNTG_Tamil Nadu_religion"
"9286","0",NA,"45.1%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance vs share of people not in target group and abouve 15 that have a life insurance.","perc_has_LIC_TGvNTG_Tamil Nadu"
"9287","1",NA,"40.1%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance vs share of people not in target group and abouve 15 that have a life insurance.","perc_has_LIC_TGvNTG_Tamil Nadu"
"9288","1","Not Stated","68.7%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9289","0","Not Stated","63.3%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9290","1","Upper Caste","60.4%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9291","1","Intermediate Caste","51.9%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9292","0","Intermediate Caste","50.9%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9293","0","SC","48.8%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9294","0","Upper Caste","48.7%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9295","0","OBC","42.8%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9296","1","OBC","42.2%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9297","1","SC","34.2%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9298","1","ST","25.3%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9299","0","ST","6.6%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across castes vs share of people not in target group and abouve 15 that have a life insurance across castes.","perc_has_LIC_TGvNTG_Tamil Nadu_caste"
"9300","0","M","46.6%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across genders vs share of people not in target group and abouve 15 that have a life insurance across genders.","perc_has_LIC_TGvNTG_Tamil Nadu_gender"
"9301","0","F","43.9%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across genders vs share of people not in target group and abouve 15 that have a life insurance across genders.","perc_has_LIC_TGvNTG_Tamil Nadu_gender"
"9302","1","M","41.0%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across genders vs share of people not in target group and abouve 15 that have a life insurance across genders.","perc_has_LIC_TGvNTG_Tamil Nadu_gender"
"9303","1","F","32.8%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across genders vs share of people not in target group and abouve 15 that have a life insurance across genders.","perc_has_LIC_TGvNTG_Tamil Nadu_gender"
"9304","0","URBAN","48.3%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across regions vs share of people not in target group and abouve 15 that have a life insurance across regions.","perc_has_LIC_TGvNTG_Tamil Nadu_region"
"9305","1","URBAN","45.4%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across regions vs share of people not in target group and abouve 15 that have a life insurance across regions.","perc_has_LIC_TGvNTG_Tamil Nadu_region"
"9306","0","RURAL","42.1%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across regions vs share of people not in target group and abouve 15 that have a life insurance across regions.","perc_has_LIC_TGvNTG_Tamil Nadu_region"
"9307","1","RURAL","34.2%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across regions vs share of people not in target group and abouve 15 that have a life insurance across regions.","perc_has_LIC_TGvNTG_Tamil Nadu_region"
"9308","0","Religion not stated","100.0%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across religions vs share of people not in target group and abouve 15 that have a life insurance across religions.","perc_has_LIC_TGvNTG_Tamil Nadu_religion"
"9309","1","Muslim","57.9%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across religions vs share of people not in target group and abouve 15 that have a life insurance across religions.","perc_has_LIC_TGvNTG_Tamil Nadu_religion"
"9310","0","Muslim","53.6%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across religions vs share of people not in target group and abouve 15 that have a life insurance across religions.","perc_has_LIC_TGvNTG_Tamil Nadu_religion"
"9311","0","Hindu","45.2%","Tamil Nadu","Share of People","For  Tamil Nadu , Share of people in target group that have a life insurance across religions vs share of people not in target group and abouve 15 that have a life insurance across religions.","perc_has_LIC_TGvNTG_Tamil Nadu_religion"
